keyword,location,text,target,text_length,word_count,char_count,avg_word_length,punctuation_count,uppercase_word_count,hashtag_count,url_count
buildings%20burning,"Illinois, USA",kid hungry save stranger burning building,0,41,6,41,6.833333333333333,0,0,0,0
buildings%20burning,Dirty-DTX,like agree cory booker lot thing seems like fundamental good person fucking,0,75,12,75,6.25,0,0,0,0
buildings%20burning,"Wisconsin, USA",dad volunteer fire chief thousand dollar training,0,49,7,49,7.0,0,0,0,0
buildings%20burning,Unknown,idea many kind bombing burning building mullah iran middle east,0,63,10,63,6.3,0,0,0,0
buildings%20burning,Unknown,cory booker run burning building save people telephone tough guy cannot work umbrella,0,85,13,85,6.538461538461538,0,0,0,0
buildings%20burning,"Barnegat, NJ",sure whoever next democratic president appoint position,0,55,7,55,7.857142857142857,0,0,0,0
buildings%20burning,Canada,cannot force another person suspend right life sake anothe,0,58,9,58,6.444444444444445,0,0,0,0
buildings%20burning,United States,burning question people actually believe two hijacked plane went building,0,73,10,73,7.3,0,0,0,0
buildings%20burning,All Over,booker even netflix going run senate campaign booker became superman literally,0,78,11,78,7.090909090909091,0,0,0,0
buildings%20burning,"Florida, USA",favorite shot schofield silhouette burning building seemingly blinding audience,0,79,9,79,8.777777777777779,0,0,0,0
buildings%20burning,"Boise, ID",least cory booker time save old lady burning building also shovel sidewalk,0,74,12,74,6.166666666666667,0,0,0,0
buildings%20burning,"California, USA",sad see vegan saving people burning building hero campaign end strong voi,0,73,12,73,6.083333333333333,0,0,0,0
buildings%20burning,"California, USA",cory booker ended presidential campaign order back rescuing puppy people burning bui,0,84,12,84,7.0,0,0,0,0
buildings%20burning,Unknown,flirted danger younger amp stupid thing yet fate spared grew amp fought country,0,79,13,79,6.076923076923077,0,0,0,0
buildings%20burning,Unknown,errrr yeah watching,0,19,3,19,6.333333333333333,0,0,0,0
buildings%20burning,Unknown,nia agent look around devastation describe see burning chunk diamond lie everywhere bui,0,87,13,87,6.6923076923076925,0,0,0,0
buildings%20burning,Unknown,burning horde building,0,22,3,22,7.333333333333333,0,0,0,0
buildings%20burning,"Mpumalanga, South Africa",let hope people burn due ingorance,0,34,6,34,5.666666666666667,0,0,0,0
buildings%20burning,Glasgow,still managed croak podcast episode yesterday one operation ryan soviet,0,71,10,71,7.1,0,0,0,0
buildings%20burning,Coggeshall,fuelburning equipment used building semienclosed space without adequate ventilation overexposure,0,96,10,96,9.6,0,0,0,0
buildings%20burning,Now England but from Scotland.,well maybe burning building particularly staff definitely burn tax code,0,71,10,71,7.1,0,0,0,0
buildings%20burning,RDS.1.5.400.FBE25538F29FEDD.AI,sure burning state ground electable position starting burning,0,61,8,61,7.625,0,0,0,0
buildings%20burning,Unknown,stupid poll would call help arrived average person qualifi,0,58,9,58,6.444444444444445,0,0,0,0
buildings%20burning,Unknown,unsportsmanlike behaviour theologian back dark age start,0,56,7,56,8.0,0,0,0,0
buildings%20burning,Unknown,cannot pay people say fire cannot pay people run burning building calling,0,73,12,73,6.083333333333333,0,0,0,0
buildings%20burning,Sydney NSW Australia,back burning mainly protect residential building lucky enough get wind change,0,77,11,77,7.0,0,0,0,0
buildings%20on%20fire,Unknown,fire panel say pull station pulled one building pull station look fine weird fire,0,81,14,81,5.785714285714286,0,0,0,0
buildings%20on%20fire,earth,said like hell went pear shaped new year eve isolated eight day,0,63,12,63,5.25,0,0,0,0
buildings%20on%20fire,"New Orleans, LA",wait discovered russian light fire jump building snow fun,0,57,9,57,6.333333333333333,0,0,0,0
buildings%20on%20fire,OnFreedomRoad.com,falseflag cal fire attack america say like question must asked,0,62,10,62,6.2,0,0,0,0
buildings%20on%20fire,"Perth, Western Australia",catastrophic event grenfell tower neo reinforce need ensure building built,0,74,10,74,7.4,0,0,0,0
buildings%20on%20fire,Unknown,upcoming seminar wednesday january welcome new year talk fire heritage bui,0,74,11,74,6.7272727272727275,0,0,0,0
buildings%20on%20fire,"Queens Park, London.",point housing professional need keep johnson foot fire,0,54,8,54,6.75,0,0,0,0
buildings%20on%20fire,Unknown,epic fail win,0,13,3,13,4.333333333333333,0,0,0,0
buildings%20on%20fire,OnFreedomRoad.com,operationmockingbird cal fire attack america say like question,0,62,8,62,7.75,0,0,0,0
buildings%20on%20fire,"Illinois, USA",date city council landmarked groesbeck house washington blvd built designed,0,75,10,75,7.5,0,0,0,0
buildings%20on%20fire,"Keith,Moray",haha love glasgow building fire seems wrong empty buil,0,54,9,54,6.0,0,0,0,0
buildings%20on%20fire,Canberra,bushfire lesson available act ahead royal commission expert say ensuring town multiple access road build,0,104,15,104,6.933333333333334,0,0,0,0
buildings%20on%20fire,"Dallas, TX",time prepare future show invest multifamily apartment building order,0,68,9,68,7.555555555555555,0,0,0,0
buildings%20on%20fire,Australia,bushfire lesson available act ahead royal commission expert say ensuring town multiple access roa,0,97,14,97,6.928571428571429,0,0,0,0
buildings%20on%20fire,"London, England",nod nowell parr architect library fire station many fine building name,0,70,11,70,6.363636363636363,0,0,0,0
buildings%20on%20fire,OnFreedomRoad.com,coup cal fire attack america say like question must asked,0,57,10,57,5.7,0,0,0,0
buildings%20on%20fire,imperial stronghold,bomber fly high fighter fly low fighter fire lazers building small shop,0,71,12,71,5.916666666666667,0,0,0,0
buildings%20on%20fire,"Egham, South East",great attend fire safety working group week important work together share,0,73,11,73,6.636363636363637,0,0,0,0
buildings%20on%20fire,"Sandviken, Sverige",sadly used people barely react people get shot car get,0,54,10,54,5.4,0,0,0,0
buildings%20on%20fire,OnFreedomRoad.com,thankful cal fire attack america say like question must asked,0,61,10,61,6.1,0,0,0,0
buildings%20on%20fire,Newcastle,building fire everyone cannot get stuff passport etc someone actually kicking need,0,82,12,82,6.833333333333333,0,0,0,0
buildings%20on%20fire,Unknown,hoo lessterriblypriced lego fire brigade town hall slipped grasp maaaannnnn price,0,81,11,81,7.363636363636363,0,0,0,0
buildings%20on%20fire,limburgia,even good crime people cannot drive set empty building fire,0,59,10,59,5.9,0,0,0,0
buildings%20on%20fire,London,housing stock include tall building find external wall fire review mean article,0,79,12,79,6.583333333333333,0,0,0,0
buildings%20on%20fire,United Kingdom,housing stock include tall building find external wall fire review mean,0,71,11,71,6.454545454545454,0,0,0,0
buildings%20on%20fire,London,funny building people want develop habit mysteriously,0,53,7,53,7.571428571428571,0,0,0,0
buildings%20on%20fire,"Illinois, USA",matter one person several hundred people anyone start fire,0,58,9,58,6.444444444444445,0,0,0,0
buildings%20on%20fire,"Glendale, Ca",tfw building fire,0,17,3,17,5.666666666666667,0,0,0,0
buildings%20on%20fire,OnFreedomRoad.com,gunfreezones cal fire attack america say like question must ask,0,63,10,63,6.3,0,0,0,0
buildings%20on%20fire,Unknown,fire top floor fbi take computer cell phone copy machi,0,54,10,54,5.4,0,0,0,0
burned,Unknown,government want citizen could ask,0,33,5,33,6.6,0,0,0,0
burned,Tasmania/ACT,bushfires ravaged glossyblackcockatoo habitat extent worried survival,0,69,7,69,9.857142857142858,0,0,0,0
burned,Somewhere,august auggie winter number government created assassin espi,0,60,8,60,7.5,0,0,0,0
burned,"Vancouver, BC",cannot believe student burned fire power,0,40,6,40,6.666666666666667,0,0,0,0
burned,Espoo,australiabushfires question forestry expert possibility,0,55,5,55,11.0,0,0,0,0
burned,Unknown,instead putting sorta folded pan burned oven everyone asleep,0,60,9,60,6.666666666666667,0,0,0,0
burned,Unknown,bro said wanted light toast want fucking burned damn,0,52,9,52,5.777777777777778,0,0,0,0
burned,Portlaoise,speaking rte earlier fianna fil leader michel martin said key reason prepared governm,0,85,13,85,6.538461538461538,0,0,0,0
burned,"Seattle, WA",whole bio smear want image burned eye hole,0,42,8,42,5.25,0,0,0,0
burned,Unknown,porhubs watched video week million view teen girl handsfeet shackled mouth,0,74,11,74,6.7272727272727275,0,0,0,0
burned,"Paris, FR",tezos network xtz baking endorser roll owner delegators account,0,63,9,63,7.0,0,0,0,0
burned,Unknown,sorry lost bee forgive reason bee bec,0,37,7,37,5.285714285714286,0,0,0,0
burned,Japan,timelapse sentinel imagery show magnitude australianbushfire crisis term burned area,0,84,10,84,8.4,0,0,0,0
burned,Unknown,bet dnc wished million bloomberg burned deadend campaign said bloomber,0,70,10,70,7.0,0,0,0,0
burned,"Bellarine Peninsula, Victoria",geez mike could get landcruisers bush year ago burned,0,53,9,53,5.888888888888889,0,0,0,0
burned,🇰🇼 🇵🇭,burned brother hair,0,19,3,19,6.333333333333333,0,0,0,0
burned,Kingdom of Saudi Arabia,get burned fake camera gear video warns petapixel,0,49,8,49,6.125,0,0,0,0
burned,"Cape Town, South Africa",way need burned,0,15,3,15,5.0,0,0,0,0
burned,Ballina nsw australia,despite extensive hazard reduction burning across country past decade arguing bushfires evide,0,93,12,93,7.75,0,0,0,0
burned,Unknown,giving birth second painful thing human experience first burned alive respect woman,0,83,12,83,6.916666666666667,0,0,0,0
burned,Hindustan,nalanda university complete box history destroyed invader city named nalanda destr,0,82,11,82,7.454545454545454,0,0,0,0
burned,Unknown,bet neutered avoid getting sued back day wham bar infused,0,57,10,57,5.7,0,0,0,0
burned,"Brisbane, Queensland",realtimeish nsw burned area finally available current fire season webservice holy shit look,0,91,13,91,7.0,0,0,0,0
burned,Unknown,family passenger flightps say iranian regime threatened multiple anonymous call,0,79,10,79,7.9,0,0,0,0
burned,towards The Center,sami yusuf fire live concert sami dear ustad really burned stage smile really,0,77,13,77,5.923076923076923,0,0,0,0
burned,Unknown,need flybe fly cornwall london gentle reminder area good part burned australia,0,78,12,78,6.5,0,0,0,0
burned,Unknown,burned nicely evenly though melanin poppin,0,42,6,42,7.0,0,0,0,0
burned,au,year ago predicted worst fire season would directly observable australia year australia,0,87,12,87,7.25,0,0,0,0
burned,ALP Being Exposed,wow theirabc got speed dial miss one lied qldpol,0,48,9,48,5.333333333333333,0,0,0,0
burned,"England, United Kingdom",try make negative positive situation back burned maybe could frame,0,66,10,66,6.6,0,0,0,0
burned,Port Harcourt,gap teeth look likenot burned boli torolate teeth come peace daystotitanscollections,0,84,11,84,7.636363636363637,0,0,0,0
burned,Unknown,lsu national chaempions year saint james bro joel elli teach anything hope,0,74,12,74,6.166666666666667,0,0,0,0
burned,au,australia government called bushfire damage wildlife ecological disaster military clearing score dead,0,101,12,101,8.416666666666666,0,0,0,0
burned,den,live fairbanks alaska challenge carbonhater,0,43,5,43,8.6,0,0,0,0
burned,"Bath, Somerset",need flybe fly cornwall london gentle reminder area good part burned austra,0,75,12,75,6.25,0,0,0,0
burned,Islamic Republic of Iran,stanley kubrick laughing burneddown set shining,0,47,6,47,7.833333333333333,0,0,0,0
burned,Unknown,burned token collected second round mrt farewell party lottery see,0,66,10,66,6.6,0,0,0,0
burned,"Texas, USA",library alexandria may burned content saved check vatican world need,0,68,10,68,6.8,0,0,0,0
burned,"San Diego, CA",far absolute movie like bootleg like someone brought camcorder theatre,0,70,10,70,7.0,0,0,0,0
burned,"Melbourne, Australia",might unreal tournament never played online playing house nearly burned,0,71,10,71,7.1,0,0,0,0
burning,she/her,wake jolting like usually would slowly wake lay looking cei,0,59,10,59,5.9,0,0,0,0
burning,she/her,door slam shut cannot get banging door remember brother home alone,0,66,11,66,6.0,0,0,0,0
burning,Unknown,keep fire burning one let fight till end like boy fought till end one itswell,0,77,15,77,5.133333333333334,0,0,0,0
burning,Wide Bay Region QLD,hey steve price lil tip cop stfu amp stop dissing country leader head amp shoulder,0,82,15,82,5.466666666666667,0,0,0,0
burning,Unknown,german government outlaw burning israel flag along flag nation response series,0,78,11,78,7.090909090909091,0,0,0,0
burning,Louth Lincolnshire,message need make sense stop burning pretty much fossil carbon civilisation end simple,0,86,13,86,6.615384615384615,0,0,0,0
burning,"Nairobi, Kenya",scion burning spear mambo bad decided address order speech instead writing,0,74,11,74,6.7272727272727275,0,0,0,0
burning,Unknown,main globalheating burning fossilfuels deforestation harming health multiple,0,76,8,76,9.5,0,0,0,0
burning,India,burning rao committee report boston consulting group report bhogi fire along trash thu,0,86,13,86,6.615384615384615,0,0,0,0
burning,new pin later,burning sensation nose sniffling tear pout continuing whine,0,59,8,59,7.375,0,0,0,0
burning,"Brisbane, Queensland",shame country burning shame,0,27,4,27,6.75,0,0,0,0
burning,"Bay Area, CA",oakland battleground housing right movement started people providing material,0,77,9,77,8.555555555555555,0,0,0,0
burning,"Hyderabad, India",dnt problm wth smone opposng problm wth peopl burning country,0,61,10,61,6.1,0,0,0,0
burning,Unknown,need start successful business three simple thing know product better anyone know,0,81,12,81,6.75,0,0,0,0
burning,Unknown,awesome stuff shame date love see yous always another,0,53,9,53,5.888888888888889,0,0,0,0
burning,Unknown,seems moon image white light compared moses burning bush found olivetree sacred,0,79,12,79,6.583333333333333,0,0,0,0
burning,Unknown,column tuesday telegraph roger scruton kept light philosophy burning dark time owe,0,82,12,82,6.833333333333333,0,0,0,0
burning,Unknown,afzal guru life reduced witchburning spectacle enjoyment india sentenced death satisfy,0,86,11,86,7.818181818181818,0,0,0,0
burning,"Nairobi, Kenya",scion jomo aka burning spear spoken,0,35,6,35,5.833333333333333,0,0,0,0
burning,Unknown,burning toast toaster loseyoutoloveme bestlyrics iheartawards,0,61,6,61,10.166666666666666,0,0,0,0
burning,BOM-BLR-GNZ-DEL.,boycotting movie talibani mindset burning theatre maratha pride,0,63,8,63,7.875,0,0,0,0
burning,Nationwide,published new blog entry man pulled burning car meet one hero saved wsfa pinna,0,78,14,78,5.571428571428571,0,0,0,0
burning,Unknown,lev attorney burning love devin nunes time tell people,0,54,9,54,6.0,0,0,0,0
burning,Unknown,burning firee alabtopspotonmyx pushawardsatin sbatwma,0,53,5,53,10.6,0,0,0,0
burning,South Africa,everyone else burning keep chilled blue essential covered style experie,0,71,10,71,7.1,0,0,0,0
burning,Penultimate page of The Lorax,world watching heating burning please subsidise flybe need flyless,0,66,9,66,7.333333333333333,0,0,0,0
burning,Unknown,input buster wolf always sends direction input input,0,52,8,52,6.5,0,0,0,0
burning,Unknown,answer burning question,0,23,3,23,7.666666666666667,0,0,0,0
burning,War 666,diskelm burning dream,0,21,3,21,7.0,0,0,0,0
burning,"Winston-Salem, NC",guess refundwarren itrustbernie hashtags started looking russian troll farm,0,75,9,75,8.333333333333334,0,0,0,0
burning,"Limerick, Ireland",proud day limerick parish seeing record get released album year contender januaryth,0,83,12,83,6.916666666666667,0,0,0,0
burning,Vancouver,time end sycophantic coverage family famous bloodline devote,0,60,8,60,7.5,0,0,0,0
burning,"Wandsworth, London",tingling numbness burning sensation foot andor hand peripheralneuropathy common side effect,0,91,11,91,8.272727272727273,0,0,0,0
